batch_id,temp_c,pressure_bar,cycle_time_s,motor_speed_rpm,material_density,hardness_hrc,feedstock_purity,grid_carbon_intensity,ambient_temp_c,tool_wear_index,yield_pct,quality_score,energy_kwh,carbon_kg
BATCH_00969,64.68,8.86,172.64,2782.5,2.7085,61.48,0.9661,59.22,29.66,0.4784,99.8,96.76,28.401,1.682
BATCH_00970,53.55,13.04,216.32,3047.9,2.7812,47.95,0.9316,147.2,28.0,0.5134,99.8,97.28,32.202,4.74
BATCH_00971,66.02,8.68,218.22,2480.2,2.7783,48.79,0.9805,133.05,25.19,0.5506,99.8,96.77,30.13,4.009
BATCH_00972,59.55,12.36,177.97,2784.5,2.6919,53.94,0.9788,113.03,23.15,0.4654,99.8,96.86,29.409,3.324
BATCH_00973,71.73,9.76,154.79,3373.6,2.6561,46.55,0.9914,510.05,27.41,0.4477,99.78,93.92,28.728,14.653
BATCH_00974,59.78,16.47,127.85,3149.2,2.7367,52.42,0.9207,95.55,25.57,0.4384,99.8,95.69,31.489,3.009
BATCH_00975,61.43,14.32,143.2,3204.8,2.7639,54.89,0.9371,121.81,24.95,0.5522,99.8,96.96,31.166,3.796
BATCH_00976,49.88,12.71,145.65,2807.3,2.8253,53.88,0.9853,517.58,28.17,0.4474,99.8,94.83,29.719,15.382
BATCH_00977,61.38,15.03,214.46,2896.3,2.8356,50.63,0.973,525.22,29.71,0.4883,99.8,96.09,32.815,17.235
BATCH_00978,45.61,10.81,182.9,3100.7,2.7558,54.22,0.9907,454.91,18.99,0.4508,99.79,96.52,28.856,13.127
BATCH_00979,52.33,13.59,189.74,3268.1,2.8008,61.3,0.9245,119.43,19.8,0.4324,99.8,96.44,32.392,3.869
BATCH_00980,71.08,12.9,124.49,2214.5,2.7379,48.5,0.9672,561.68,20.88,0.4791,99.8,96.37,25.708,14.44
BATCH_00981,71.29,13.03,150.05,2405.4,2.7992,56.13,0.965,492.45,17.99,0.4537,99.8,96.6,26.28,12.941
BATCH_00982,68.4,15.04,202.18,3192.8,2.691,45.74,0.9228,91.9,23.75,0.464,99.8,96.18,32.856,3.02
BATCH_00983,57.26,13.96,187.17,2716.9,2.7242,46.13,0.9606,521.36,26.4,0.5724,99.8,94.54,31.578,16.463
BATCH_00984,64.62,13.08,176.32,2598.5,2.7768,54.38,0.9682,72.1,23.91,0.5096,99.8,96.51,28.326,2.042
BATCH_00985,64.97,9.19,194.12,2423.8,2.6536,46.78,0.9351,157.76,21.86,0.5303,99.8,96.28,27.995,4.416
BATCH_00986,55.73,10.58,220.89,2633.5,2.7945,45.38,0.9416,113.84,28.51,0.5265,99.8,94.55,30.371,3.457
BATCH_00987,77.03,12.25,174.47,2379.3,2.8171,47.92,0.9706,506.74,24.56,0.4899,99.8,96.41,28.356,14.369
BATCH_00988,72.02,12.69,181.73,3427.3,2.7298,54.6,0.957,370.35,25.37,0.4768,99.8,96.53,31.554,11.686
BATCH_00989,63.23,10.24,184.81,2793.3,2.7396,56.96,0.9878,447.04,28.62,0.5048,99.8,94.62,30.195,13.498
BATCH_00990,65.22,17.32,239.8,2782.6,2.8203,48.44,0.947,128.68,23.51,0.502,99.47,95.18,35.476,4.565
BATCH_00991,66.67,15.53,127.52,2976.4,2.8051,56.36,0.9411,186.2,32.24,0.473,99.8,95.44,30.251,5.633
BATCH_00992,48.67,13.7,197.08,3088.7,2.7076,48.1,0.9978,529.57,22.21,0.5014,99.8,95.44,33.545,17.764
BATCH_00993,63.02,12.64,177.13,3083.8,2.7148,55.43,0.992,108.37,31.99,0.4684,99.8,96.29,30.054,3.257
BATCH_00994,59.54,12.08,194.17,3122.1,2.7858,52.0,0.9223,457.05,20.1,0.4902,99.8,95.02,32.529,14.868
BATCH_00995,56.99,10.6,163.57,2610.7,2.7626,56.11,0.9809,110.18,26.07,0.4841,99.8,97.13,26.279,2.895
BATCH_00996,62.75,12.65,178.78,2710.6,2.6824,61.92,0.9287,82.45,21.43,0.4472,99.8,97.05,28.341,2.337
BATCH_00997,79.38,13.02,197.79,3030.7,2.712,60.94,0.9222,121.0,28.48,0.4044,97.71,94.52,33.153,4.011
BATCH_00998,70.13,10.02,257.82,2641.8,2.83,45.07,0.9416,139.59,22.09,0.4613,99.8,96.04,32.688,4.563
BATCH_00999,60.43,13.17,200.2,2798.5,2.7876,60.05,0.9413,104.67,25.16,0.5715,99.8,96.94,33.601,3.517
BATCH_01000,69.58,12.19,158.8,2919.6,2.8472,46.13,0.9847,99.82,21.4,0.4874,99.8,95.72,28.991,2.894
BATCH_01001,76.19,8.68,169.41,3035.6,2.8034,61.2,0.9761,157.9,27.75,0.5313,99.8,94.7,28.779,4.544
BATCH_01002,72.4,10.78,168.66,2266.7,2.8384,49.79,0.9975,84.34,21.38,0.4157,99.8,97.19,26.373,2.224
BATCH_01003,65.48,11.67,135.11,3014.4,2.6932,51.49,0.9762,68.3,30.73,0.4608,99.8,96.32,28.024,1.914
BATCH_01004,59.82,16.28,171.75,2729.9,2.8043,46.56,0.953,91.18,20.02,0.4474,99.8,95.32,30.498,2.781
BATCH_01005,70.59,13.61,198.32,3012.2,2.654,46.91,0.9752,81.49,18.62,0.4939,99.8,95.58,31.719,2.585
BATCH_01006,68.15,9.83,148.14,3033.1,2.7842,57.35,0.999,129.66,27.81,0.5994,99.8,95.26,28.849,3.74
BATCH_01007,72.16,13.47,206.21,3282.4,2.7439,61.05,0.9761,110.98,21.63,0.5213,99.8,98.02,33.16,3.68
BATCH_01008,70.08,9.41,192.19,3206.0,2.7194,55.38,0.9802,521.87,23.97,0.5712,99.8,96.0,30.287,15.806
BATCH_01009,73.4,14.67,161.64,3204.0,2.8225,57.17,0.9941,434.77,22.71,0.4936,99.8,96.16,32.243,14.019
BATCH_01010,60.72,11.56,176.46,3233.1,2.8209,57.95,0.929,536.24,18.75,0.5589,99.8,96.72,31.476,16.879
BATCH_01011,75.54,12.31,219.96,2887.4,2.6545,49.47,0.9757,139.38,23.69,0.5877,99.62,94.53,33.684,4.695
BATCH_01012,66.58,15.15,198.34,2809.7,2.7719,45.77,0.9872,157.78,29.06,0.5008,99.8,97.1,32.152,5.073
BATCH_01013,81.6,9.93,180.22,3061.8,2.7236,45.03,0.9954,108.61,28.01,0.4841,98.78,92.22,29.233,3.175
BATCH_01014,59.49,9.71,174.06,3019.6,2.7331,50.96,0.9367,138.43,24.93,0.4534,99.8,97.83,29.244,4.048
BATCH_01015,78.89,11.33,181.92,2707.3,2.8164,49.1,0.9598,113.95,28.45,0.4942,98.59,93.82,28.532,3.251
BATCH_01016,66.58,14.58,167.21,2921.4,2.712,46.06,0.9738,491.44,19.76,0.5103,99.8,97.04,30.611,15.043
BATCH_01017,59.79,9.46,127.38,2789.5,2.8386,48.05,0.9395,80.71,22.7,0.5887,99.73,93.5,25.905,2.091
BATCH_01018,61.13,6.84,231.05,2543.8,2.6859,47.12,0.9674,78.86,25.58,0.4561,99.8,94.82,28.17,2.222
BATCH_01019,62.44,11.6,183.88,3187.1,2.7825,60.55,0.9403,110.22,23.48,0.5107,99.8,95.71,32.866,3.622
BATCH_01020,68.39,13.6,189.95,2816.6,2.7844,47.38,0.9463,478.14,23.01,0.4362,99.8,93.97,29.753,14.226
BATCH_01021,69.18,14.9,178.55,3414.6,2.7004,54.14,0.9549,107.08,19.2,0.4922,99.8,96.6,34.768,3.723
BATCH_01022,60.41,11.57,161.62,2312.4,2.715,55.08,0.9618,114.51,15.67,0.5221,99.8,96.31,27.487,3.148
BATCH_01023,64.81,11.68,175.35,2633.0,2.817,54.24,0.9555,138.0,27.27,0.5306,99.8,95.01,30.23,4.172
BATCH_01024,82.14,14.81,140.02,2809.8,2.8024,46.68,0.959,109.81,24.97,0.5341,96.78,92.56,32.119,3.527
BATCH_01025,78.82,8.76,236.93,3141.2,2.7158,50.42,0.9436,99.4,27.61,0.5269,97.82,94.97,33.654,3.345
BATCH_01026,68.49,11.72,149.14,2919.8,2.7568,45.87,0.9326,111.21,22.25,0.5347,99.8,93.9,29.605,3.292
BATCH_01027,65.3,12.88,154.2,2893.1,2.6623,51.73,0.9237,100.77,21.15,0.5138,99.55,94.73,28.442,2.866
BATCH_01028,65.96,13.4,168.99,2461.8,2.6917,48.21,0.9355,96.65,24.03,0.4705,99.44,95.66,27.552,2.663
BATCH_01029,69.91,11.48,212.2,2452.9,2.7472,54.55,0.966,79.67,27.42,0.4388,99.8,96.02,29.685,2.365
BATCH_01030,56.82,12.57,180.36,2896.8,2.6672,56.78,0.9821,502.8,23.07,0.4914,99.8,95.94,29.144,14.654
BATCH_01031,62.94,7.52,149.1,2390.8,2.8187,54.05,0.9334,480.81,27.21,0.5083,99.8,96.89,24.827,11.937
BATCH_01032,51.65,11.18,211.36,2640.4,2.7936,52.38,0.9286,476.97,19.97,0.5643,99.8,96.48,29.054,13.858
BATCH_01033,68.19,13.41,198.28,2950.3,2.8387,51.58,0.9792,495.16,23.35,0.5106,99.8,96.7,33.106,16.393
BATCH_01034,70.18,10.54,193.46,2505.3,2.7887,59.31,0.9441,440.87,23.72,0.5072,99.8,94.61,28.353,12.5
BATCH_01035,61.13,12.62,197.89,3281.6,2.8381,48.73,0.9952,442.95,28.91,0.531,99.8,96.14,33.303,14.751
BATCH_01036,77.59,13.39,239.86,3167.2,2.7609,57.48,0.9764,96.51,24.83,0.5052,99.04,94.45,34.49,3.329
BATCH_01037,55.19,11.81,234.63,2328.6,2.77,57.88,0.9458,399.48,30.98,0.5489,99.8,97.46,29.396,11.743
BATCH_01038,53.29,12.84,162.83,2520.3,2.8454,52.13,0.9429,363.58,18.61,0.5961,99.77,96.17,29.933,10.883
BATCH_01039,66.8,10.57,220.6,2114.3,2.7784,50.05,0.9614,86.29,24.52,0.605,99.8,95.33,30.128,2.6
BATCH_01040,73.38,12.09,189.58,2565.2,2.6562,53.0,0.9263,158.68,24.72,0.5217,99.8,96.85,29.296,4.649
BATCH_01041,78.47,13.72,192.48,3029.9,2.7948,46.58,0.9293,124.28,26.48,0.5317,98.75,94.9,33.047,4.107
BATCH_01042,61.33,12.81,137.69,2675.8,2.8311,45.78,0.9339,123.34,20.75,0.5818,99.8,95.18,27.891,3.44
BATCH_01043,73.63,11.33,175.74,2938.2,2.8091,46.9,0.9812,77.59,30.74,0.5131,99.8,95.65,30.147,2.339
BATCH_01044,64.69,12.95,159.68,2343.3,2.7668,48.18,0.9606,474.2,24.05,0.5468,99.8,95.67,28.424,13.479
BATCH_01045,63.62,13.93,200.7,3039.4,2.7843,53.57,0.9208,489.42,19.65,0.4746,99.8,97.23,33.151,16.225
BATCH_01046,72.07,8.4,206.78,2633.5,2.848,59.44,0.9732,399.21,23.94,0.5081,99.8,96.2,29.728,11.868
BATCH_01047,70.22,14.82,128.14,2803.7,2.6681,49.01,0.9535,498.79,22.75,0.5672,99.8,96.73,29.626,14.777
BATCH_01048,52.39,11.83,179.45,2772.1,2.7834,60.9,0.9604,91.76,35.13,0.4927,99.8,95.51,29.594,2.716
BATCH_01049,76.81,13.35,208.05,2418.5,2.7067,61.23,0.9369,598.21,28.2,0.5167,99.39,95.46,29.946,17.914
BATCH_01050,76.04,14.89,175.33,2454.1,2.778,61.3,0.9636,362.02,24.2,0.4593,99.8,96.8,29.129,10.546
BATCH_01051,60.0,9.76,198.23,3090.3,2.7715,59.24,0.9974,521.61,23.55,0.603,99.8,95.64,32.044,16.714
BATCH_01052,68.17,11.08,188.78,2919.7,2.6807,51.19,0.9258,91.97,27.8,0.5737,99.8,96.12,29.555,2.718
BATCH_01053,68.95,11.92,188.54,3115.0,2.6913,46.24,0.9424,387.23,28.0,0.5312,99.8,94.64,32.583,12.617
BATCH_01054,67.09,10.93,173.22,2897.4,2.7743,54.67,0.9392,141.9,12.35,0.5444,99.8,95.23,29.395,4.171
BATCH_01055,60.6,15.97,149.59,2842.9,2.6756,54.5,0.9396,472.49,26.57,0.5404,99.8,95.67,30.226,14.281
BATCH_01056,59.63,10.79,151.96,2282.2,2.703,59.45,0.9499,506.69,24.11,0.5804,99.8,94.94,25.373,12.856
BATCH_01057,64.8,11.39,197.73,2718.9,2.817,61.93,0.9846,537.49,18.76,0.5047,99.78,97.32,30.656,16.477
BATCH_01058,74.38,12.91,180.49,2791.8,2.7154,53.64,0.9921,139.53,27.52,0.5552,99.8,95.16,30.673,4.28
BATCH_01059,69.35,10.1,176.54,3385.9,2.7476,50.87,0.936,416.56,32.98,0.5694,99.8,96.79,32.727,13.633
BATCH_01060,62.04,11.71,169.4,3006.1,2.8382,48.16,0.9629,136.13,26.23,0.5754,99.8,96.19,29.469,4.012
BATCH_01061,71.17,13.13,172.37,3260.8,2.6954,45.08,0.9703,141.1,28.4,0.4369,99.8,96.03,31.044,4.38
BATCH_01062,42.21,11.83,206.17,2979.3,2.7279,53.65,0.9612,111.22,31.22,0.5037,99.7,97.49,31.738,3.53
BATCH_01063,74.19,12.31,171.62,2586.6,2.7713,54.44,0.9543,450.46,20.68,0.4874,99.8,93.74,28.061,12.64
BATCH_01064,51.08,11.44,146.47,2835.1,2.8011,59.02,0.9352,428.06,16.57,0.5346,99.1,95.8,28.246,12.091
BATCH_01065,62.1,9.47,198.59,2870.9,2.8303,53.58,0.9586,461.67,26.63,0.4484,99.8,94.92,29.634,13.681
BATCH_01066,56.04,13.14,174.88,2518.3,2.8331,60.58,0.9517,116.99,23.01,0.4477,99.8,94.04,29.124,3.407
BATCH_01067,54.64,16.01,180.78,2684.7,2.8053,55.68,0.9828,96.95,18.5,0.6167,99.8,94.81,33.53,3.251
BATCH_01068,74.29,12.54,220.19,2738.3,2.6957,59.29,0.9803,102.1,23.69,0.5551,99.8,96.02,31.214,3.187
BATCH_01069,61.26,12.95,179.49,3281.7,2.655,47.52,0.9306,123.17,26.91,0.5357,99.8,95.27,32.76,4.035
BATCH_01070,67.77,13.89,187.23,2175.8,2.7268,59.54,0.927,138.83,23.4,0.5458,99.8,96.9,28.501,3.957
BATCH_01071,64.62,9.96,150.53,3161.7,2.6783,56.48,0.9917,86.6,20.85,0.5376,99.8,95.79,29.324,2.54
BATCH_01072,68.82,15.91,174.51,2519.0,2.7921,47.89,0.9623,448.28,23.11,0.5721,99.8,95.68,31.348,14.053
BATCH_01073,65.61,12.9,195.24,2388.4,2.7822,48.23,0.9878,127.72,23.92,0.5073,99.8,95.68,28.706,3.666
BATCH_01074,54.74,15.76,141.12,3154.0,2.6588,60.75,0.9246,489.72,16.28,0.5406,99.8,95.9,30.872,15.119
BATCH_01075,72.97,11.03,185.02,3019.6,2.8173,45.55,0.9616,117.57,23.43,0.5426,99.8,95.58,31.151,3.662
BATCH_01076,61.05,16.14,182.52,3176.4,2.6997,52.86,0.9626,463.82,18.62,0.4921,99.8,95.15,33.655,15.61
BATCH_01077,52.55,14.05,181.03,3040.2,2.7364,50.33,0.988,346.58,26.64,0.5855,99.8,96.99,32.336,11.207
BATCH_01078,61.58,13.61,205.93,3418.0,2.7836,56.31,0.9277,145.44,17.76,0.5171,99.8,95.38,35.112,5.107
BATCH_01079,77.01,12.97,188.36,2967.6,2.7359,59.27,0.939,119.8,28.05,0.576,99.8,94.65,32.534,3.898
BATCH_01080,71.8,12.0,216.95,2753.1,2.7383,51.13,0.9521,405.06,22.36,0.5404,99.8,96.43,31.35,12.699
BATCH_01081,62.21,14.9,155.16,2902.9,2.6631,52.26,0.9884,399.91,21.83,0.6016,99.8,96.32,30.545,12.215
BATCH_01082,62.21,12.78,183.4,3173.0,2.7303,61.69,0.9942,124.89,25.18,0.495,99.8,95.11,30.887,3.857
BATCH_01083,62.43,8.57,182.11,2566.2,2.803,58.33,0.9984,99.9,20.54,0.4938,99.8,96.75,27.175,2.715
BATCH_01084,81.61,10.27,153.27,2604.4,2.833,60.25,0.9958,150.41,25.11,0.5014,98.65,93.36,25.677,3.862
BATCH_01085,68.06,12.13,203.91,2707.3,2.7327,52.46,0.9205,99.16,21.07,0.5434,99.8,96.18,31.105,3.084
BATCH_01086,68.44,13.12,238.12,2168.6,2.7347,48.98,0.9238,470.01,21.77,0.6002,99.8,95.57,32.452,15.253
BATCH_01087,73.24,12.39,179.57,2841.4,2.7905,52.0,0.9317,112.13,25.62,0.6027,99.8,95.59,30.585,3.429
BATCH_01088,66.91,14.94,192.63,2234.2,2.8386,57.17,0.9476,111.15,19.45,0.447,99.6,95.8,29.011,3.225
BATCH_01089,62.93,8.6,182.11,2815.9,2.7034,46.86,0.9856,138.06,18.94,0.5498,99.8,94.77,30.127,4.159
BATCH_01090,63.43,12.79,162.16,3059.6,2.738,49.6,0.9905,445.21,24.99,0.4118,99.8,95.96,31.051,13.824
BATCH_01091,64.43,8.86,134.48,2656.9,2.8092,45.79,0.9348,154.85,23.89,0.5725,99.8,96.89,25.189,3.9
BATCH_01092,64.7,14.02,162.36,3303.1,2.7719,52.35,0.969,99.54,24.67,0.5859,99.8,96.88,32.727,3.258
BATCH_01093,70.82,12.31,145.2,2361.8,2.6721,59.07,0.9925,124.23,25.31,0.54,99.63,95.62,27.047,3.36
BATCH_01094,65.42,13.34,222.6,3157.4,2.7755,45.42,0.9566,100.61,24.23,0.5455,99.69,97.06,34.582,3.479
BATCH_01095,70.86,10.77,177.12,3002.5,2.6873,56.48,0.9282,130.52,26.43,0.5455,99.8,97.91,31.609,4.126
BATCH_01096,64.35,15.06,171.35,2285.2,2.752,60.85,0.9562,119.6,24.39,0.5116,99.8,95.68,29.135,3.485
BATCH_01097,65.63,14.58,202.23,3600.0,2.7558,49.03,0.9497,523.75,15.97,0.5607,99.8,96.69,36.124,18.92
BATCH_01098,49.01,13.67,151.96,2780.9,2.8252,56.79,0.9656,498.29,17.01,0.5346,99.8,93.74,30.037,14.967
BATCH_01099,72.33,12.24,160.83,2536.8,2.7425,61.58,0.9547,103.64,31.71,0.5816,99.8,94.74,29.449,3.052
BATCH_01100,67.77,13.66,181.7,2377.9,2.7059,61.36,0.9214,134.66,24.0,0.5403,99.8,96.09,30.143,4.059
BATCH_01101,72.98,11.09,205.72,2734.0,2.6962,48.99,0.9985,546.3,27.8,0.5108,99.8,94.99,30.885,16.873
BATCH_01102,41.83,14.21,192.54,2761.8,2.8249,46.71,0.9629,122.82,22.62,0.4843,99.8,98.04,30.154,3.703
BATCH_01103,81.71,15.8,186.21,2830.8,2.6842,47.52,0.9574,416.38,23.77,0.4716,97.65,93.38,31.734,13.213
BATCH_01104,63.88,14.64,181.95,2710.7,2.7352,56.93,0.9954,447.84,22.19,0.5991,99.8,96.97,32.299,14.465
BATCH_01105,73.87,11.04,190.01,2990.0,2.6874,57.34,0.9323,117.95,33.86,0.5287,99.8,95.97,30.986,3.655
BATCH_01106,56.68,13.22,185.04,2683.7,2.8047,56.46,0.9349,165.37,25.01,0.561,99.8,95.0,31.347,5.184
BATCH_01107,69.9,9.91,154.25,2219.5,2.7449,50.71,0.9838,438.83,21.86,0.6193,98.96,95.48,27.413,12.03
BATCH_01108,56.57,13.64,181.15,2755.2,2.7202,47.89,0.9406,161.37,17.39,0.5259,99.8,96.25,29.832,4.814
BATCH_01109,60.01,13.4,153.16,2089.8,2.7222,54.87,0.9831,125.51,31.89,0.5238,99.8,95.36,27.479,3.449
BATCH_01110,80.31,8.76,182.03,2906.1,2.8204,53.22,0.9415,110.32,23.35,0.544,98.36,94.12,28.67,3.163
BATCH_01111,63.47,10.18,167.98,2506.2,2.7608,57.39,0.9226,455.11,26.98,0.5509,99.8,96.71,28.181,12.825
BATCH_01112,66.74,11.93,243.48,2849.0,2.7936,52.5,0.9608,130.93,27.42,0.6257,99.8,96.0,33.969,4.447
BATCH_01113,71.96,11.9,179.0,3194.2,2.8294,50.76,0.9355,487.79,22.15,0.6133,99.8,94.17,33.761,16.468
BATCH_01114,68.97,10.08,144.89,2515.4,2.8303,49.99,0.9799,515.01,26.69,0.5759,99.8,97.71,26.53,13.663
BATCH_01115,66.2,13.28,176.65,3118.4,2.7157,48.59,0.9707,112.69,21.58,0.6095,99.8,95.79,31.837,3.588
BATCH_01116,67.92,13.0,192.98,2670.0,2.8405,49.52,0.993,70.27,20.04,0.5449,99.8,98.71,31.142,2.188
BATCH_01117,84.23,12.11,221.83,3326.0,2.655,46.61,0.9819,452.65,28.66,0.5644,95.99,92.22,34.783,15.744
BATCH_01118,64.54,10.99,165.26,2690.5,2.7254,50.9,0.9343,147.37,23.37,0.5408,99.8,95.79,29.311,4.32
BATCH_01119,66.61,14.6,140.44,2547.9,2.8292,45.62,0.9832,165.95,26.07,0.5017,99.8,96.45,28.618,4.749
BATCH_01120,73.41,15.81,200.42,3006.2,2.7049,48.17,0.9707,130.55,25.64,0.602,99.8,93.98,36.371,4.748
BATCH_01121,73.84,11.53,145.49,2669.3,2.7046,57.7,0.9728,113.78,26.55,0.5755,99.65,97.03,27.754,3.158
BATCH_01122,74.5,11.28,169.1,2547.6,2.7105,50.53,0.9857,423.37,17.77,0.5554,99.8,98.57,28.189,11.934
BATCH_01123,70.11,13.48,173.56,2656.6,2.7725,56.36,0.9653,141.25,21.66,0.5551,99.8,93.91,29.62,4.184
BATCH_01124,55.86,11.78,178.26,2786.6,2.7377,57.19,0.9568,500.57,22.7,0.4954,99.8,95.71,29.633,14.833
BATCH_01125,78.07,12.22,197.23,3202.7,2.7953,54.88,0.9703,118.88,20.67,0.517,98.92,94.42,32.735,3.892
BATCH_01126,55.83,13.98,162.91,2219.8,2.829,61.3,0.9435,371.32,25.72,0.5699,99.8,96.88,28.41,10.549
BATCH_01127,67.42,8.68,173.16,2806.9,2.7848,45.36,0.9344,470.18,28.75,0.5358,99.8,98.11,28.052,13.19
BATCH_01128,58.97,15.14,179.64,2987.5,2.6909,57.56,0.9687,133.44,29.38,0.5487,99.8,96.38,32.084,4.281
BATCH_01129,64.49,12.65,183.74,2858.0,2.8365,61.3,0.9385,427.5,22.64,0.5537,99.8,98.14,30.257,12.935
BATCH_01130,67.63,11.68,182.45,3193.0,2.7029,59.66,0.9263,433.96,25.17,0.531,99.8,96.17,31.273,13.571
BATCH_01131,67.57,12.32,190.9,2777.7,2.68,47.85,0.92,134.7,25.78,0.52,99.8,96.45,31.521,4.246
BATCH_01132,68.38,12.42,201.1,2744.6,2.668,50.56,0.9681,134.63,26.49,0.4947,99.8,96.33,31.961,4.303
BATCH_01133,77.91,9.04,189.82,2977.7,2.7627,47.93,0.9486,123.46,20.49,0.5538,99.48,95.82,29.76,3.674
BATCH_01134,68.63,15.49,191.34,2829.8,2.6728,55.22,0.9794,406.88,31.28,0.5848,99.8,95.58,32.196,13.1
BATCH_01135,63.05,12.58,140.44,2682.9,2.6778,57.11,0.9496,448.05,27.71,0.4948,99.8,96.82,27.616,12.373
BATCH_01136,72.71,13.39,181.26,2954.8,2.71,50.39,0.9584,419.26,27.81,0.56,99.8,94.77,33.335,13.976
BATCH_01137,74.52,14.4,191.99,2604.2,2.7063,54.17,0.9522,105.27,28.81,0.5727,99.8,95.72,32.22,3.392
BATCH_01138,55.18,10.46,198.22,2616.6,2.7708,56.75,0.9714,98.01,26.14,0.5223,99.8,95.36,29.791,2.92
BATCH_01139,69.78,13.45,162.69,2641.6,2.8133,52.16,0.9481,436.61,19.89,0.6192,99.8,96.09,30.668,13.39
BATCH_01140,70.61,11.96,163.52,3205.9,2.8023,59.52,0.9961,468.48,23.44,0.5474,99.8,95.68,32.171,15.072
BATCH_01141,62.62,14.19,165.65,1833.7,2.7025,58.12,0.994,392.14,17.4,0.5592,99.8,97.13,25.9,10.156
BATCH_01142,76.01,8.25,193.41,2918.7,2.6991,46.1,0.987,426.61,25.66,0.5573,99.8,94.64,29.051,12.394
BATCH_01143,63.8,12.3,205.85,2810.3,2.8432,55.56,0.9927,494.02,23.32,0.4933,99.8,94.27,30.878,15.255
BATCH_01144,66.0,11.29,169.81,2295.7,2.6516,49.0,0.9555,115.36,23.84,0.605,99.8,94.64,28.099,3.242
BATCH_01145,63.62,13.36,202.7,2892.9,2.8259,54.48,0.9624,371.07,28.82,0.5268,99.8,96.99,32.387,12.018
BATCH_01146,65.12,13.44,183.09,2942.7,2.6899,61.27,0.9786,142.1,22.17,0.556,99.76,95.03,32.313,4.592
BATCH_01147,56.23,11.08,176.89,2976.9,2.8395,59.94,0.975,160.23,22.99,0.5899,99.8,96.4,30.093,4.822
BATCH_01148,53.48,11.08,174.72,2004.5,2.7185,51.88,0.9904,432.28,24.09,0.6248,99.8,95.71,27.82,12.026
BATCH_01149,77.76,12.28,198.67,3209.9,2.7381,49.96,0.9766,112.05,16.64,0.5237,99.37,95.5,32.67,3.661
BATCH_01150,58.22,10.71,188.14,2578.7,2.7914,48.98,0.9988,113.35,22.94,0.5494,99.8,95.77,29.559,3.35
BATCH_01151,57.07,14.18,236.9,3006.0,2.7675,54.05,0.9475,466.92,14.06,0.6231,99.8,98.76,36.44,17.015
BATCH_01152,47.77,11.76,158.69,3022.3,2.7136,46.94,0.9858,107.87,21.66,0.5868,99.8,97.9,31.003,3.344
BATCH_01153,59.89,6.69,192.95,2537.0,2.7608,54.34,0.9751,514.87,27.42,0.5955,99.8,95.68,27.521,14.17
BATCH_01154,54.42,11.75,166.77,2998.1,2.7961,45.02,0.9746,113.03,25.79,0.5271,99.8,95.55,30.679,3.468
BATCH_01155,78.14,10.42,158.27,2684.4,2.6585,50.51,0.9457,81.38,21.62,0.5544,98.9,97.63,29.207,2.377
BATCH_01156,73.08,9.24,179.73,2178.6,2.6522,48.74,0.9821,191.85,24.16,0.5633,99.8,94.92,26.7,5.122
BATCH_01157,59.49,10.03,183.43,3150.3,2.7416,61.51,0.9911,126.65,19.7,0.5361,99.8,95.94,30.021,3.802
BATCH_01158,83.02,12.72,252.95,2567.5,2.6764,57.36,0.9373,122.79,23.99,0.5039,97.83,92.17,33.443,4.107
BATCH_01159,72.85,15.16,175.4,2543.7,2.7829,50.94,0.9694,92.55,35.72,0.5509,99.8,96.0,30.58,2.83
BATCH_01160,62.4,13.13,151.75,2679.1,2.6928,46.58,0.951,126.52,31.38,0.626,99.8,94.26,27.495,3.479
BATCH_01161,45.0,11.29,186.83,2881.7,2.7366,53.79,0.9982,477.2,24.21,0.5746,99.8,96.5,30.992,14.789
BATCH_01162,83.33,13.41,128.13,2782.8,2.6895,48.63,0.9578,72.79,24.64,0.6277,96.67,91.03,28.864,2.101
BATCH_01163,53.88,11.58,177.7,2964.4,2.7597,54.12,0.938,435.49,20.08,0.5803,99.8,97.44,31.617,13.769
BATCH_01164,51.84,11.11,180.4,2398.2,2.6732,59.2,0.9502,482.19,20.79,0.543,99.8,94.54,27.468,13.245
BATCH_01165,73.18,10.19,199.87,2577.3,2.6546,55.47,0.9717,168.6,25.45,0.6252,99.8,96.06,28.597,4.821
BATCH_01166,84.52,9.0,204.34,2765.2,2.6602,55.77,0.926,497.03,21.9,0.583,96.69,89.22,30.0,14.911
BATCH_01167,76.07,11.72,167.41,3369.4,2.8409,54.2,0.9677,469.7,27.62,0.6134,99.8,93.33,32.39,15.214
BATCH_01168,69.51,12.82,176.23,2765.9,2.6785,60.76,0.9936,116.11,30.28,0.5327,99.8,95.16,30.248,3.512
BATCH_01169,69.76,12.31,160.85,3125.6,2.7917,60.84,0.9872,515.84,25.33,0.6174,99.8,95.3,31.138,16.062
BATCH_01170,71.83,11.67,151.8,2811.6,2.6636,53.72,0.9253,474.39,24.41,0.6191,99.8,97.47,28.228,13.391
BATCH_01171,71.07,10.61,187.75,2654.9,2.6716,50.2,0.9985,161.57,17.28,0.5884,99.8,95.96,29.378,4.747
BATCH_01172,67.25,13.72,148.16,2726.0,2.7518,52.81,0.9752,152.53,26.99,0.5449,99.8,97.29,28.891,4.407
BATCH_01173,65.83,9.87,169.63,2749.5,2.743,48.17,0.9328,93.34,19.43,0.5758,99.8,95.62,29.342,2.739
